congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,dim1,dim2,log_likelihood,geo_mean_probability,number_of_votes,number_of_errors,conditional
114,House,21505,71,25,CA,200,0,1,"KNIGHT, Steve",K000387,1966,,0.406,0.165,-117.70408,0.89956,1112,49,1
114,House,21506,71,31,CA,100,0,1,"AGUILAR, Peter Rey",A000371,1979,,-0.28,0.13,-166.82109,0.85809,1090,80,1
114,House,21507,71,33,CA,100,0,1,"LIEU, Ted",L000582,1969,,-0.347,-0.381,-95.0601,0.91143,1025,41,1
114,House,21508,71,35,CA,100,0,1,"TORRES, Norma Judith",T000474,1965,,-0.362,0.023,-106.0302,0.90905,1112,45,1
114,House,21509,71,45,CA,200,0,1,"WALTERS, Mimi",W000820,1962,,0.425,0.185,-108.89606,0.90476,1088,42,1
114,House,29106,71,43,CA,100,0,1,"WATERS, Maxine",W000187,1938,,-0.66,-0.084,-99.82273,0.90831,1038,38,1
114,House,29312,71,18,CA,100,0,1,"ESHOO, Anna Georges",E000215,1942,,-0.382,-0.424,-77.5158,0.93214,1103,38,1
114,House,29313,71,20,CA,100,0,1,"FARR, Sam",F000030,1941,,-0.455,-0.219,-107.70226,0.904,1067,46,
114,House,29316,71,34,CA,100,0,1,"BECERRA, Xavier",B000287,1958,,-0.512,-0.283,-79.99934,0.92783,1068,34,1
114,House,29317,71,40,CA,100,0,1,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.201,-59.11467,0.94818,1111,28,1
114,House,29321,71,39,CA,200,0,1,"ROYCE, Edward Randall",R000487,1951,,0.663,-0.372,-202.77416,0.83358,1114,86,1
114,House,29323,71,42,CA,200,0,1,"CALVERT, Ken",C000059,1953,,0.348,0.2,-95.75306,0.91757,1113,27,1
114,House,29504,71,19,CA,100,0,1,"LOFGREN, Zoe",L000397,1947,,-0.401,-0.454,-110.73599,0.89964,1047,48,1
114,House,29707,71,30,CA,100,0,1,"SHERMAN, Brad",S000344,1954,,-0.344,-0.15,-144.01149,0.87904,1117,52,1
114,House,29709,71,46,CA,100,0,1,"SANCHEZ, Loretta",S000030,1960,,-0.367,0.025,-108.19825,0.879,841,48,
114,House,29774,71,24,CA,100,0,1,"CAPPS, Lois",C001036,1938,,-0.389,-0.227,-81.8492,0.927,1077,26,
114,House,29778,71,13,CA,100,0,1,"LEE, Barbara",L000551,1946,,-0.685,-0.635,-48.18764,0.95455,1036,14,1
114,House,29901,71,5,CA,100,0,1,"THOMPSON, Michael",T000460,1951,,-0.394,0.061,-105.58255,0.90736,1086,44,1
114,House,29903,71,32,CA,100,0,1,"NAPOLITANO, Grace Flores",N000179,1936,,-0.446,-0.239,-68.61807,0.93839,1079,24,1
114,House,13035,13,13,NY,100,0,1,"RANGEL, Charles B.",R000053,1930,,-0.514,-0.341,-100.02235,0.911,1077,41,
114,House,15444,13,25,NY,100,0,1,"SLAUGHTER, Louise McIntosh",S000480,1929,,-0.465,-0.109,-87.2151,0.92424,1107,39,1
114,House,15603,13,16,NY,100,0,1,"ENGEL, Eliot Lance",E000179,1947,,-0.407,-0.082,-129.80186,0.88423,1055,41,1
114,House,15612,13,17,NY,100,0,1,"LOWEY, Nita M.",L000480,1937,,-0.388,-0.161,-97.5964,0.91612,1114,43,1
114,House,20129,13,3,NY,100,0,1,"ISRAEL, Steve",I000057,1958,,-0.334,-0.051,-92.75235,0.919,1101,51,
114,House,20519,13,26,NY,100,0,1,"HIGGINS, Brian",H001038,1959,,-0.343,-0.032,-100.58744,0.91337,1110,38,1
114,House,20733,13,9,NY,100,0,1,"CLARKE, Yvette Diane",C001067,1964,,-0.605,-0.223,-72.43988,0.93666,1107,36,1
114,House,20934,13,20,NY,100,0,1,"TONKO, Paul",T000469,1949,,-0.423,-0.266,-84.36963,0.9263,1102,31,1
114,House,21101,13,23,NY,200,0,1,"REED, Thomas W. II",R000585,1971,,0.298,0.082,-144.09068,0.87785,1106,62,1
114,House,21156,13,19,NY,200,0,1,"GIBSON, Christopher",G000564,1964,,0.203,-0.455,-347.40836,0.733,1117,178,
114,House,21157,13,22,NY,200,0,1,"HANNA, Richard",H001051,1951,,0.215,-0.145,-258.38534,0.777,1024,119,
114,House,21342,13,6,NY,100,0,1,"MENG, Grace",M001188,1975,,-0.384,-0.138,-95.38272,0.91614,1089,34,1
114,House,21343,13,8,NY,100,0,1,"JEFFRIES, Hakeem",J000294,1970,,-0.483,-0.084,-61.23051,0.94542,1091,26,1
114,House,21344,13,18,NY,100,0,1,"MALONEY, Sean Patrick",M001185,1966,,-0.228,0.088,-197.97624,0.83651,1109,86,1
114,House,21345,13,27,NY,200,0,1,"COLLINS, Chris",C001092,1950,,0.365,0.232,-111.76403,0.90355,1102,46,1
114,House,21539,13,1,NY,200,0,1,"ZELDIN, Lee M",Z000017,1980,,0.354,-0.096,-195.20826,0.84005,1120,74,1
114,House,21540,13,4,NY,100,0,1,"RICE, Kathleen Maura",R000602,1965,,-0.283,-0.084,-147.70457,0.87106,1070,82,1
114,House,21541,13,21,NY,200,0,1,"STEFANIK, Elise M",S001196,1984,,0.215,0.038,-182.21983,0.85034,1124,72,1
114,House,21542,13,24,NY,200,0,1,"KATKO, John",K000386,1962,,0.209,-0.032,-235.88428,0.80902,1113,105,1
114,House,21560,13,11,NY,200,2,2,"DONOVAN, Daniel M., Jr.",D000625,1956,,0.222,0.143,-150.5645,0.84827,915,55,1
114,House,29134,13,15,NY,100,0,1,"SERRANO, José E.",S000248,1943,,-0.489,-0.394,-64.16894,0.94427,1119,37,1
114,House,29375,13,2,NY,200,0,1,"KING, Peter T.",K000210,1944,,0.26,-0.031,-174.6261,0.85539,1118,57,1
114,House,29377,13,10,NY,100,0,1,"NADLER, Jerrold Lewis",N000002,1947,,-0.51,-0.503,-77.67004,0.92777,1036,42,1
114,House,29378,13,7,NY,100,0,1,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.545,-0.356,-62.8402,0.9451,1113,23,1
114,House,29379,13,12,NY,100,0,1,"MALONEY, Carolyn Bosher",M000087,1946,,-0.385,-0.286,-96.56028,0.91394,1073,35,1
114,House,29776,13,5,NY,100,0,1,"MEEKS, Gregory W.",M001137,1953,,-0.418,-0.079,-101.65454,0.90137,979,33,1
114,House,29925,13,14,NY,100,0,1,"CROWLEY, Joseph",C001038,1962,,-0.407,-0.073,-82.10571,0.92718,1086,31,1
